Hugo_Symbol,Frame_Shift_Del,Frame_Shift_Ins,In_Frame_Del,In_Frame_Ins,Missense_Mutation,Nonsense_Mutation,Nonstop_Mutation,Splice_Site,Translation_Start_Site,total,MutatedSamples,AlteredSamples,MutatedRate
AXL,0,1,0,0,5,0,0,0,0,6,6,6,0.006593406593406593
BABAM2,0,1,0,0,3,1,0,1,0,6,6,6,0.006593406593406593
BCAR3,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
BEND2,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
BICRAL,1,0,0,0,4,1,0,0,0,6,6,6,0.006593406593406593
BIVM-ERCC5,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
BMP3,1,0,0,0,5,0,0,0,0,6,6,6,0.006593406593406593
BRD8,0,0,0,0,5,0,0,1,0,6,6,6,0.006593406593406593
BTBD7,1,0,0,0,5,0,0,0,0,6,6,6,0.006593406593406593
BTD,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
C14orf93,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
C2orf78,1,0,0,0,5,0,0,0,0,6,6,6,0.006593406593406593
C9,1,0,0,0,5,0,0,0,0,6,6,6,0.006593406593406593
CA9,0,0,1,0,5,0,0,0,0,6,6,6,0.006593406593406593
CABIN1,2,0,0,0,4,0,0,0,0,6,6,6,0.006593406593406593
CACHD1,0,0,0,0,5,1,0,0,0,6,6,6,0.006593406593406593
CAND1,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
CAPRIN2,0,0,0,0,4,1,0,1,0,6,6,6,0.006593406593406593
CARD14,1,0,0,0,4,1,0,0,0,6,6,6,0.006593406593406593
CAST,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
CCDC14,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
CCDC170,0,0,0,0,4,2,0,0,0,6,6,6,0.006593406593406593
CCDC178,0,0,0,0,5,1,0,0,0,6,6,6,0.006593406593406593
CCDC185,0,0,0,0,5,1,0,0,0,6,6,6,0.006593406593406593
CCDC57,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
CCDC73,3,0,0,0,3,0,0,0,0,6,6,6,0.006593406593406593
CCIN,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
CCT3,0,0,0,0,5,1,0,0,0,6,6,6,0.006593406593406593
CD1B,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
CD22,1,0,0,0,4,0,0,1,0,6,6,6,0.006593406593406593
CD4,1,0,0,0,3,0,0,2,0,6,6,6,0.006593406593406593
CDCA2,0,0,0,0,5,0,0,1,0,6,6,6,0.006593406593406593
CDCP1,0,0,0,0,5,0,0,1,0,6,6,6,0.006593406593406593
CDH11,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
CDH16,1,0,0,0,3,2,0,0,0,6,6,6,0.006593406593406593
CDH17,0,1,0,0,5,0,0,0,0,6,6,6,0.006593406593406593
CDH26,0,0,0,0,5,1,0,0,0,6,6,6,0.006593406593406593
CDH4,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
CDH6,0,0,0,0,5,1,0,0,0,6,6,6,0.006593406593406593
CDHR1,0,0,0,0,5,0,0,1,0,6,6,6,0.006593406593406593
CDK19,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
CEMIP,1,0,0,0,4,1,0,0,0,6,6,6,0.006593406593406593
CENPJ,0,0,0,0,5,1,0,0,0,6,6,6,0.006593406593406593
CEP120,0,0,1,0,2,3,0,0,0,6,6,6,0.006593406593406593
CFAP20DC,0,0,0,0,5,0,0,1,0,6,6,6,0.006593406593406593
CHI3L1,0,1,0,0,5,0,0,0,0,6,6,6,0.006593406593406593
CILK1,0,0,0,0,5,1,0,0,0,6,6,6,0.006593406593406593
CLASP1,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
CLCN3,0,0,0,0,5,0,0,1,0,6,6,6,0.006593406593406593
CLCN6,1,0,0,0,4,0,1,0,0,6,6,6,0.006593406593406593
CLSPN,2,0,0,0,3,1,0,0,0,6,6,6,0.006593406593406593
CLSTN2,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
CLTCL1,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
CMAS,1,0,0,0,4,1,0,0,0,6,6,6,0.006593406593406593
CMTR2,1,0,0,0,5,0,0,0,0,6,6,6,0.006593406593406593
CNGA4,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
CNST,1,0,0,0,5,0,0,0,0,6,6,6,0.006593406593406593
COL25A1,0,1,0,0,4,0,0,1,0,6,6,6,0.006593406593406593
COL28A1,0,0,0,0,5,1,0,0,0,6,6,6,0.006593406593406593
COL6A1,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
COL9A1,0,0,0,0,4,1,0,1,0,6,6,6,0.006593406593406593
COPG2,0,1,0,0,5,0,0,0,0,6,6,6,0.006593406593406593
CORO2A,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
CPA1,1,0,0,0,5,0,0,0,0,6,6,6,0.006593406593406593
CPLANE1,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
CPNE5,0,0,0,0,5,0,0,1,0,6,6,6,0.006593406593406593
CPNE8,0,0,0,0,4,2,0,0,0,6,6,6,0.006593406593406593
CPT1C,0,0,1,0,5,0,0,0,0,6,6,6,0.006593406593406593
CPT2,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
CPZ,1,0,0,0,5,0,0,0,0,6,6,6,0.006593406593406593
CREBRF,0,0,0,0,5,0,0,1,0,6,6,6,0.006593406593406593
CRMP1,1,0,0,0,5,0,0,0,0,6,6,6,0.006593406593406593
CRTAC1,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
CRTC2,1,0,0,0,5,0,0,0,0,6,6,6,0.006593406593406593
CSE1L,0,0,1,0,4,0,0,1,0,6,6,6,0.006593406593406593
CSF3R,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
CTCFL,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
CTTNBP2NL,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
CUL3,0,1,0,0,4,1,0,0,0,6,6,6,0.006593406593406593
CWH43,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
CYP26B1,1,0,0,0,4,1,0,0,0,6,6,6,0.006593406593406593
CYP3A7,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
CYP7B1,1,0,0,0,3,2,0,0,0,6,6,6,0.006593406593406593
DACH2,1,0,0,0,5,0,0,0,0,6,6,6,0.006593406593406593
DAP3,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
DCAF17,0,0,0,0,5,0,0,1,0,6,6,6,0.006593406593406593
DCBLD2,0,0,0,0,5,1,0,0,0,6,6,6,0.006593406593406593
DDX4,0,0,0,0,5,1,0,0,0,6,6,6,0.006593406593406593
DDX43,1,0,0,0,5,0,0,0,0,6,6,6,0.006593406593406593
DENND2B,0,0,0,0,5,0,0,1,0,6,6,6,0.006593406593406593
DENND3,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
DENND4C,0,0,0,0,5,1,0,0,0,6,6,6,0.006593406593406593
DENND5A,0,0,0,0,4,2,0,0,0,6,6,6,0.006593406593406593
DEPDC1,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
DEPDC4,0,0,0,0,5,1,0,0,0,6,6,6,0.006593406593406593
DHX29,1,0,0,0,5,0,0,0,0,6,6,6,0.006593406593406593
DHX30,0,0,0,0,2,3,0,1,0,6,6,6,0.006593406593406593
DNAI1,0,0,0,0,3,2,0,1,0,6,6,6,0.006593406593406593
DNAJB13,0,0,0,0,5,0,0,1,0,6,6,6,0.006593406593406593
DNAJC9,1,0,0,0,5,0,0,0,0,6,6,6,0.006593406593406593
DPY19L2,1,0,0,0,3,2,0,0,0,6,6,6,0.006593406593406593
DPYSL3,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
DPYSL5,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
DSPP,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
DUSP10,2,0,0,0,4,0,0,0,0,6,6,6,0.006593406593406593
EBF1,0,0,0,0,5,1,0,0,0,6,6,6,0.006593406593406593
EEF2,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
EHD1,0,0,1,0,5,0,0,0,0,6,6,6,0.006593406593406593
EHHADH,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
EIF3I,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
EIF4A3,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
EIF4G1,1,0,1,0,4,0,0,0,0,6,6,6,0.006593406593406593
EIF5B,0,0,0,0,5,0,0,1,0,6,6,6,0.006593406593406593
ELL,1,0,0,0,5,0,0,0,0,6,6,6,0.006593406593406593
ELP2,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
EML4,0,1,0,0,2,2,0,1,0,6,6,6,0.006593406593406593
ENAM,0,1,0,0,5,0,0,0,0,6,6,6,0.006593406593406593
ENPP7,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
ENTHD1,0,0,0,0,5,1,0,0,0,6,6,6,0.006593406593406593
EPB41,1,0,0,0,4,1,0,0,0,6,6,6,0.006593406593406593
EPB41L4A,1,0,1,0,4,0,0,0,0,6,6,6,0.006593406593406593
EPC2,2,0,0,0,3,1,0,0,0,6,6,6,0.006593406593406593
EPHA1,0,0,0,0,5,1,0,0,0,6,6,6,0.006593406593406593
EPHA3,1,0,0,0,5,0,0,0,0,6,6,6,0.006593406593406593
ERG,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
ESRP1,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
ESRP2,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
ESYT1,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
ESYT3,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
ETV1,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
ETV5,0,0,0,0,5,0,0,1,0,6,6,6,0.006593406593406593
EVC2,1,0,0,0,4,1,0,0,0,6,6,6,0.006593406593406593
EXOC4,0,0,0,0,5,1,0,0,0,6,6,6,0.006593406593406593
EXOSC9,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
EXTL3,0,0,0,0,5,1,0,0,0,6,6,6,0.006593406593406593
EYA4,0,0,0,0,4,0,0,2,0,6,6,6,0.006593406593406593
EYS,2,0,0,0,4,0,0,0,0,6,6,6,0.006593406593406593
F13B,0,0,0,0,5,0,0,1,0,6,6,6,0.006593406593406593
FAM153B,0,0,0,0,5,1,0,0,0,6,6,6,0.006593406593406593
FAM160A2,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
FAM160B1,0,0,0,0,4,1,0,1,0,6,6,6,0.006593406593406593
FAM71B,0,0,0,0,5,1,0,0,0,6,6,6,0.006593406593406593
FARSB,0,0,0,0,4,1,0,1,0,6,6,6,0.006593406593406593
FBH1,0,0,0,0,4,1,0,1,0,6,6,6,0.006593406593406593
FER1L5,1,0,0,0,5,0,0,0,0,6,6,6,0.006593406593406593
FGG,1,0,0,0,3,1,0,1,0,6,6,6,0.006593406593406593
FIGN,0,0,0,0,5,1,0,0,0,6,6,6,0.006593406593406593
FLII,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
FLYWCH1,2,0,0,0,4,0,0,0,0,6,6,6,0.006593406593406593
FMN1,1,0,0,0,5,0,0,0,0,6,6,6,0.006593406593406593
FMO2,0,0,0,0,4,2,0,0,0,6,6,6,0.006593406593406593
FOLH1,0,0,0,0,5,0,0,1,0,6,6,6,0.006593406593406593
FOXO4,0,0,0,0,5,1,0,0,0,6,6,6,0.006593406593406593
FRMD3,0,0,0,0,5,1,0,0,0,6,6,6,0.006593406593406593
FRMD4A,1,0,1,0,4,0,0,0,0,6,6,6,0.006593406593406593
FRRS1,1,0,0,0,4,0,0,1,0,6,6,6,0.006593406593406593
FSTL5,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
G3BP1,0,0,0,0,5,1,0,0,0,6,6,6,0.006593406593406593
GABRA3,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
GABRA4,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
GAD2,0,0,0,0,5,1,0,0,0,6,6,6,0.006593406593406593
GALNT11,0,0,0,0,5,0,0,1,0,6,6,6,0.006593406593406593
GBA3,0,0,0,0,5,0,0,1,0,6,6,6,0.006593406593406593
GBE1,0,0,0,0,5,1,0,0,0,6,6,6,0.006593406593406593
GFM2,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
GIGYF1,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
GIGYF2,1,0,0,0,3,1,0,1,0,6,6,6,0.006593406593406593
GJB3,1,0,0,0,4,1,0,0,0,6,6,6,0.006593406593406593
GLA,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
GLCE,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
GLT8D1,1,0,0,0,5,0,0,0,0,6,6,6,0.006593406593406593
GMEB1,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
GNPAT,0,0,0,0,5,1,0,0,0,6,6,6,0.006593406593406593
GPATCH2,0,0,0,0,4,2,0,0,0,6,6,6,0.006593406593406593
GPR101,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
GPR149,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
GPR161,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
GREB1,0,0,0,0,4,1,0,0,1,6,6,6,0.006593406593406593
GRIK3,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
GRIK5,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
GRIN3A,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
GSDMC,0,0,0,0,5,1,0,0,0,6,6,6,0.006593406593406593
GSPT1,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
GSPT2,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
GTF2I,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
GUCY2F,0,0,0,0,5,0,0,1,0,6,6,6,0.006593406593406593
GYS1,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
HACE1,0,0,0,0,4,1,0,1,0,6,6,6,0.006593406593406593
HAND2,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
HAS2,0,0,0,0,4,2,0,0,0,6,6,6,0.006593406593406593
HCN3,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
HDAC5,1,0,0,0,4,1,0,0,0,6,6,6,0.006593406593406593
HEATR6,1,0,0,0,5,0,0,0,0,6,6,6,0.006593406593406593
HELB,0,0,0,0,5,1,0,0,0,6,6,6,0.006593406593406593
HELQ,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
HHIPL2,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
HHLA2,0,0,0,0,5,1,0,0,0,6,6,6,0.006593406593406593
HIP1,0,0,0,0,5,1,0,0,0,6,6,6,0.006593406593406593
HIPK1,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
HLF,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
HLTF,0,0,1,0,4,0,0,1,0,6,6,6,0.006593406593406593
HLX,1,0,0,0,5,0,0,0,0,6,6,6,0.006593406593406593
HNRNPH2,0,0,0,0,5,1,0,0,0,6,6,6,0.006593406593406593
HNRNPK,0,0,0,0,5,1,0,0,0,6,6,6,0.006593406593406593
HNRNPUL1,1,0,0,0,5,0,0,0,0,6,6,6,0.006593406593406593
HPSE,0,0,0,0,4,1,0,1,0,6,6,6,0.006593406593406593
HS6ST2,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
HSP90AB1,1,0,0,0,4,1,0,0,0,6,6,6,0.006593406593406593
HSPA14,0,0,0,0,5,1,0,0,0,6,6,6,0.006593406593406593
HSPA4,0,0,1,0,5,0,0,0,0,6,6,6,0.006593406593406593
HTR5A,0,0,1,0,5,0,0,0,0,6,6,6,0.006593406593406593
HYOU1,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
IBSP,0,0,0,0,4,2,0,0,0,6,6,6,0.006593406593406593
IFI16,0,0,0,0,5,0,0,1,0,6,6,6,0.006593406593406593
IFI44,0,0,0,0,4,2,0,0,0,6,6,6,0.006593406593406593
IFIH1,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
IFT122,2,0,0,0,4,0,0,0,0,6,6,6,0.006593406593406593
IFT140,2,0,0,0,4,0,0,0,0,6,6,6,0.006593406593406593
IFT52,0,0,0,0,4,1,0,1,0,6,6,6,0.006593406593406593
IFT88,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
IGSF8,0,1,0,0,5,0,0,0,0,6,6,6,0.006593406593406593
IGSF9B,0,0,0,0,5,1,0,0,0,6,6,6,0.006593406593406593
IL13RA2,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
IL18R1,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
ILF2,0,0,0,0,5,1,0,0,0,6,6,6,0.006593406593406593
INCENP,1,0,0,0,4,0,0,1,0,6,6,6,0.006593406593406593
INPP5D,0,0,0,0,5,1,0,0,0,6,6,6,0.006593406593406593
INTU,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
IP6K3,0,0,0,0,5,1,0,0,0,6,6,6,0.006593406593406593
IQCB1,0,0,0,0,5,1,0,0,0,6,6,6,0.006593406593406593
IQCH,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
IQUB,0,1,0,0,4,1,0,0,0,6,6,6,0.006593406593406593
ITGAL,0,0,0,0,5,0,0,1,0,6,6,6,0.006593406593406593
ITIH1,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
ITPKB,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
JADE2,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
JAG1,0,0,0,0,4,1,0,1,0,6,6,6,0.006593406593406593
KANK2,0,0,0,0,5,1,0,0,0,6,6,6,0.006593406593406593
KASH5,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
KCND3,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
KCNH2,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
KCNJ15,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
KCNN2,0,0,0,0,5,1,0,0,0,6,6,6,0.006593406593406593
KHDC4,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
KIAA1522,3,0,0,0,3,0,0,0,0,6,6,6,0.006593406593406593
KIF13B,0,0,0,0,5,1,0,0,0,6,6,6,0.006593406593406593
KIF23,1,0,0,0,4,0,0,1,0,6,6,6,0.006593406593406593
KIF24,0,0,0,0,4,2,0,0,0,6,6,6,0.006593406593406593
KIF2B,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
KIF4B,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
KIF6,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
KIFC3,0,1,1,0,4,0,0,0,0,6,6,6,0.006593406593406593
KIR3DL2,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
KIRREL1,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
KL,0,1,0,0,4,1,0,0,0,6,6,6,0.006593406593406593
KLHL13,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
KNG1,1,0,0,0,5,0,0,0,0,6,6,6,0.006593406593406593
KPNA2,0,0,1,0,5,0,0,0,0,6,6,6,0.006593406593406593
KPNA3,0,0,0,0,4,1,0,1,0,6,6,6,0.006593406593406593
KPRP,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
KRAS,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
KRTAP10-9,2,0,0,0,4,0,0,0,0,6,6,6,0.006593406593406593
L3MBTL4,0,0,0,0,5,0,0,1,0,6,6,6,0.006593406593406593
LAMC2,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
LARGE1,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
LBR,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
LGI1,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
LILRA4,0,1,0,0,5,0,0,0,0,6,6,6,0.006593406593406593
LIMA1,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
LMAN1L,1,0,0,0,3,2,0,0,0,6,6,6,0.006593406593406593
LMOD1,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
LMTK3,0,0,1,0,4,0,0,1,0,6,6,6,0.006593406593406593
LNX1,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
LRFN5,0,0,0,0,5,1,0,0,0,6,6,6,0.006593406593406593
LRIF1,1,0,1,0,4,0,0,0,0,6,6,6,0.006593406593406593
LRP8,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
LRRC31,0,0,0,0,5,1,0,0,0,6,6,6,0.006593406593406593
LRRC66,0,1,0,0,5,0,0,0,0,6,6,6,0.006593406593406593
LRRIQ3,0,0,0,0,5,1,0,0,0,6,6,6,0.006593406593406593
LRSAM1,1,0,0,0,5,0,0,0,0,6,6,6,0.006593406593406593
LTK,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
LY75,0,0,0,0,4,1,0,1,0,6,6,6,0.006593406593406593
LY9,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
LZTR1,0,0,0,0,4,1,0,1,0,6,6,6,0.006593406593406593
LZTS1,2,0,0,0,4,0,0,0,0,6,6,6,0.006593406593406593
MAGEA8,0,1,0,0,4,0,1,0,0,6,6,6,0.006593406593406593
MAGEB3,1,0,0,0,5,0,0,0,0,6,6,6,0.006593406593406593
MAGEC2,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
MAGEE2,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
MAMDC2,0,0,0,0,5,0,0,1,0,6,6,6,0.006593406593406593
MAML2,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
MAML3,1,0,0,1,4,0,0,0,0,6,6,6,0.006593406593406593
MAN2A2,1,0,0,0,5,0,0,0,0,6,6,6,0.006593406593406593
MAN2B1,0,0,0,0,3,3,0,0,0,6,6,6,0.006593406593406593
MANBA,1,0,0,0,4,1,0,0,0,6,6,6,0.006593406593406593
MAP3K10,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
MAP4K1,2,0,0,0,4,0,0,0,0,6,6,6,0.006593406593406593
MAP7,1,0,0,0,4,0,0,1,0,6,6,6,0.006593406593406593
MAPK10,0,0,0,0,5,0,0,1,0,6,6,6,0.006593406593406593
MAPKAP1,0,1,0,1,4,0,0,0,0,6,6,6,0.006593406593406593
MASTL,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
MCF2L,0,0,0,0,5,0,0,1,0,6,6,6,0.006593406593406593
MCM3AP,0,0,0,0,5,0,0,1,0,6,6,6,0.006593406593406593
MCM4,0,0,0,0,5,1,0,0,0,6,6,6,0.006593406593406593
MCM6,1,0,0,0,3,0,1,1,0,6,6,6,0.006593406593406593
MCOLN3,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
MDH1B,1,0,0,0,5,0,0,0,0,6,6,6,0.006593406593406593
MED1,1,0,0,0,4,1,0,0,0,6,6,6,0.006593406593406593
MEFV,1,0,0,0,5,0,0,0,0,6,6,6,0.006593406593406593
MGAT5B,1,0,0,0,4,1,0,0,0,6,6,6,0.006593406593406593
MICALL1,1,0,0,0,4,0,0,1,0,6,6,6,0.006593406593406593
MINDY1,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
MMEL1,0,0,0,0,5,0,0,1,0,6,6,6,0.006593406593406593
MOAP1,0,0,0,0,3,2,0,0,1,6,6,6,0.006593406593406593
MPP7,0,0,0,0,5,1,0,0,0,6,6,6,0.006593406593406593
MSH2,0,0,0,0,5,1,0,0,0,6,6,6,0.006593406593406593
MSH3,2,0,0,0,4,0,0,0,0,6,6,6,0.006593406593406593
MST1R,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
MTBP,1,0,1,0,4,0,0,0,0,6,6,6,0.006593406593406593
MTIF2,1,0,1,0,4,0,0,0,0,6,6,6,0.006593406593406593
MTTP,0,0,0,0,5,1,0,0,0,6,6,6,0.006593406593406593
MTUS2,0,0,0,0,4,2,0,0,0,6,6,6,0.006593406593406593
MYBL1,1,0,0,0,4,1,0,0,0,6,6,6,0.006593406593406593
MYBPC1,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
MYBPC2,1,0,0,0,5,0,0,0,0,6,6,6,0.006593406593406593
MYBPC3,0,0,0,0,5,0,0,1,0,6,6,6,0.006593406593406593
MYCBPAP,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
MYF6,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
MYH2,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
MYNN,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
MYO1A,1,0,0,0,4,1,0,0,0,6,6,6,0.006593406593406593
MYRIP,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
NBPF11,0,0,0,0,5,1,0,0,0,6,6,6,0.006593406593406593
NCAM2,2,0,0,0,3,0,0,1,0,6,6,6,0.006593406593406593
NCF2,0,0,0,0,4,1,0,1,0,6,6,6,0.006593406593406593
NCOA1,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
NCOA2,0,0,0,0,5,1,0,0,0,6,6,6,0.006593406593406593
NCOA5,0,0,0,0,5,1,0,0,0,6,6,6,0.006593406593406593
NDNF,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
NEIL1,1,0,0,0,4,1,0,0,0,6,6,6,0.006593406593406593
NEK11,0,0,1,0,5,0,0,0,0,6,6,6,0.006593406593406593
NELL2,1,0,0,0,3,2,0,0,0,6,6,6,0.006593406593406593
NFRKB,1,0,0,0,4,0,0,1,0,6,6,6,0.006593406593406593
NIBAN2,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
NIBAN3,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
NLRC3,0,0,0,0,5,1,0,0,0,6,6,6,0.006593406593406593
NLRP9,0,0,0,0,5,1,0,0,0,6,6,6,0.006593406593406593
NOTCH3,0,1,0,0,5,0,0,0,0,6,6,6,0.006593406593406593
NPC1,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
NPY1R,0,0,0,0,4,2,0,0,0,6,6,6,0.006593406593406593
NTRK2,0,0,0,0,4,2,0,0,0,6,6,6,0.006593406593406593
NTRK3,0,0,0,0,5,0,0,1,0,6,6,6,0.006593406593406593
NUDCD1,1,0,0,0,4,1,0,0,0,6,6,6,0.006593406593406593
NUP58,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
NUTM1,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
NXF1,0,0,0,0,6,0,0,0,0,6,6,6,0.006593406593406593
OR10G4,0,0,0,0,5,1,0,0,0,6,6,6,0.006593406593406593
